Designation	Obsid	RA	DEC	S/N(g)	Subclass	Source
J061350.91+205213.6	730911090	93.4621447	20.8704606	157.65	F0	Yang et al. (2024)
J062345.06+202533.8	730912215	95.93814972	20.42509361	152.09	A2	Shang et al. (2022)
J060802.47+193720.6	730914151	92.0103086	19.6223894	50.5	A5	Shang et al. (2022)
J062857.63+171034.3	731504012	97.2401361	17.1762142	80.55	A5	Shang et al. (2022)
J062849.59+153654.9	731505092	97.2066256	15.6152736	54.41	A1	Shang et al. (2022)
J063712.53+151139.5	731507092	99.3022318	15.1943067	90.25	A1	Yang et al. (2024)
J062405.39+161813.1	731510069	96.0224806	16.3036403	64.16	A1	Shi et al. (2023)
J062738.21+165035.2	731603197	96.90921	16.8431246	225.65	A3	Shang et al. (2022)
J063802.51+163738.6	731606041	99.5104658	16.6274114	63.1	A2	Shi et al. (2023)
J063232.70+155949.8	731608192	98.1362587	15.9971742	108.4	A1	Hümmerich et al. (2020)
J055721.84+254214.3	732001053	89.3410061	25.7039797	64.98	A5	Shang et al. (2022)
J055023.89+261330.1	732002156	87.5995832	26.2250546	166.41	A1	Shi et al. (2023)
J055827.72+280832.5	732004044	89.6155037	28.1423788	126.78	A2	Shi et al. (2023)
J055817.75+275608.4	732004049	89.573995	27.9356733	65.78	A3	Shang et al. (2022)
J054858.28+275631.3	732014229	87.2428586	27.9420417	51.11	A1	Shi et al. (2023)
J062936.59+184324.2	733401126	97.4024881	18.7233906	84.79	A1	Shang et al. (2022)
J062634.86+180238.5	733401207	96.6452722	18.0440278	100.18	A1	Shi et al. (2023)
J062028.00+185753.2	733402083	95.1167047	18.9647884	124	A1	Shi et al. (2023)
J062133.46+191543.9	733402177	95.3894461	19.262215	58.71	A1	Shi et al. (2023)
J062357.09+204923.4	733403217	95.9879011	20.8231694	142.51	A1	Shi et al. (2023)
J062531.73+204020.5	733404012	96.3822181	20.6723875	139.11	A1	Shang et al. (2022)
J063257.36+182127.6	733407233	98.2390142	18.3576742	78.47	A1	Shang et al. (2022)
J063036.58+224613.2	733411046	97.6524372	22.7703392	150.9	A1	Shi et al. (2023)
J063744.41+195655.1	733506168	99.43364	19.94866	176.2	A6	Renson & Manfroid (2009)
J063433.35+190618.5	733507176	98.638965	19.1051658	174.67	A2	Bernhard et al. (2021)
J063103.83+201822.0	733508042	97.7659978	20.3061353	155.2	A5	Shang et al. (2022)
J063036.07+191550.2	733508216	97.6503092	19.2639531	104.28	A1	Shi et al. (2023)
J062901.75+221810.1	733511065	97.2573067	22.3028331	161.15	A2	Shi et al. (2023)
J063718.25+204411.6	733513052	99.3260806	20.7365831	98.61	A1	Shang et al. (2022)
J061925.97+204122.2	733514197	94.8582096	20.6895174	311.74	A1	Hümmerich et al. (2020)
J061953.91+210238.8	733514206	94.9746278	21.0441383	156.12	A5	Shi et al. (2023)
J062832.55+213449.5	733515133	97.13566	21.58043	356.28	A2	Shi et al. (2023)
J062723.52+212713.3	733515176	96.84689278	21.453715	235.45	A2	Shi et al. (2023)
J134827.68+073334.9	733601089	207.1153583	7.5597222	144.05	A1	Shi et al. (2023)
J084553.87+151147.5	741106069	131.475703	15.196004	364.32	A1	Shang et al. (2022)
J021151.41+372456.7	757208240	32.964239	37.415762	114.11	A6	Shang et al. (2022)
J020128.22+371521.4	757210224	30.367601	37.255953	58.76	A2	Shang et al. (2022)
J063913.88-021041.6	757302044	99.8078745	-2.1782303	86.31	A1	Shi et al. (2023)
J064357.18-014516.2	757305038	100.9882507	-1.7545085	150.21	A5	Shang et al. (2022)
J065238.08-020334.0	757307180	103.1587056	-2.0594656	77.08	A2	Yang et al. (2024)
J065035.14-011001.7	757308053	102.64644	-1.167142	94.52	A1	Shi et al. (2023)
J065127.59-001953.1	757309142	102.86496	-0.3314444	53.24	A5	Shang et al. (2022)
J064809.16-001729.0	757309209	102.038198	-0.291389	123.23	A1	Shi et al. (2023)
J064741.41+010416.3	757311063	101.922574	1.071197	55.26	A1	Shang et al. (2022)
J065233.28+010715.1	757312193	103.138693	1.120865	127.74	A1	Shang et al. (2022)
J213243.43+331712.5	757403154	323.180961	33.286822	468.39	A2	Shi et al. (2023)
J213829.74+332758.6	757404068	324.6239489	33.4662987	183.99	A1	Faltová et al. (2021)
J213404.83+323008.4	757405051	323.520129	32.502361	111.17	A3	Shang et al. (2022)
J214824.08+331430.0	757406067	327.1003665	33.2416706	166.6	A1	Shang et al. (2022)
J061027.80+272340.6	758402114	92.61509861	27.39382444	170.09	A2	Shang et al. (2022)
J061033.43+292503.4	758403181	92.63930917	29.41622889	549.86	A2	Shang et al. (2022)
J062328.67+292216.7	758406042	95.86865611	29.37219472	83.2	A1	Shang et al. (2022)
J062134.96+292444.6	758408076	95.3956858	29.4123978	237.37	A2	Lu et al. (2025)
J062027.08+291629.9	758408081	95.1128464	29.2749744	138.54	A1	Shi et al. (2023)
J062121.11+300433.1	758409198	95.3379897	30.0758875	233.5	A2	Shang et al. (2022)
J061650.54+312316.2	758411228	94.2105967	31.3878456	145.32	A1	Shang et al. (2022)
J062457.79+292818.9	758413051	96.2407972	29.4719264	91.9	A1	Shang et al. (2022)
J062433.19+292646.9	758413095	96.1383136	29.4463826	143.83	A1	Shang et al. (2022)
J063545.70+214508.1	758802044	98.9404422	21.7522774	258.81	A1	Shi et al. (2023)
J064851.39+211245.6	758807223	102.2141305	21.2126793	426.6	A2	Hümmerich et al. (2020)
J064810.81+243850.2	758812077	102.0450477	24.6472984	516.17	A1	Shi et al. (2023)
J065318.01+235757.0	758813022	103.3250472	23.9658447	124.03	A2	Shang et al. (2022)
J063417.67+231732.1	759714198	98.5736581	23.292251	173.59	A1	Shang et al. (2022)
J071324.56+053933.8	769302045	108.35237	5.6593998	385.97	A2	Shi et al. (2023)
J071535.89+054342.3	769302248	108.89955	5.7284329	300.06	A1	Shi et al. (2023)
J071411.85+061955.6	769310162	108.5494	6.3321162	294.53	A2	Shang et al. (2022)
J072310.27+055834.6	769408121	110.7928	5.9762843	88.36	A2	Shang et al. (2022)
J071744.63+074750.0	769415238	109.43599	7.7972385	527.05	A2	Shang et al. (2022)
J010512.81+101628.7	778116011	16.302303	10.274663	139.01	A2	Renson & Manfroid (2009)
J063240.44+232545.2	778214040	98.1685277	23.4292344	84.67	F0	Shang et al. (2022)
J050231.34+091158.9	780312171	75.63061	9.199702	92.35	F0	Shi et al. (2023)
J044907.58+305532.3	782703114	72.2816028	30.9256389	77.2	A6	Yang et al. (2024)
J045705.46+291140.8	782705025	74.2727676	29.1946943	137.57	A6	Shang et al. (2022)
J045909.90+300315.3	782708022	74.7912517	30.0542547	164.68	A5	Lu et al. (2025)
J045802.45+293432.0	782708181	74.50877028	29.57510417	288.96	A2	Gaia Collaboration et al. (2016, 2023)
J045815.99+292232.1	782708186	74.5666347	29.3755967	79.99	A1	Shang et al. (2022)
J045927.12+301544.6	782708234	74.8630389	30.2624025	83.12	A5	Shi et al. (2023)
J050107.55+311340.4	782709178	75.2814925	31.2279101	208.31	A1	Shang et al. (2022)
J065721.16-003418.5	782903002	104.3381939	-0.5718111	180.58	A1	Yang et al. (2024)
J065626.85-001725.7	782903039	104.111904	-0.290491	262.22	A1	Shi et al. (2023)
J065749.70+001729.8	782903140	104.4566392	0.29284889	292.27	A2	Yang et al. (2024)
J065627.29+000358.0	782903182	104.113716	0.066118	288.06	A7	Shang et al. (2022)
J065706.65-000758.7	782903193	104.278559	-0.133683	268.32	A1	Shang et al. (2022)
J065557.39-003543.7	782903245	103.9891372	-0.5954745	102.4	A2	Shang et al. (2022)
J070058.80-010352.0	782905149	105.245007	-1.064454	110.23	A2	Shang et al. (2022)
J070706.40-012039.4	782907091	106.7766714	-1.3443011	129.93	A5	Shang et al. (2022)
J070706.06-012544.8	782907096	106.775261	-1.429131	93.28	A3	Shang et al. (2022)
J070515.97-012142.1	782907111	106.317222	-1.360797	181.55	A5	Shang et al. (2022)
J070646.99-011300.6	782907192	106.696636	-1.215999	138.87	A1	Shang et al. (2022)
J070315.51-001755.5	782908232	105.814629	-0.298766	261.76	A2	Shang et al. (2022)
J065437.35-002709.4	782910223	103.654311	-0.452638	306.6	A2	Renson & Manfroid (2009)
J070718.64+014711.1	782912107	106.826688	1.787273	199.6	A2	Gaia Collaboration et al. (2016, 2023)
J065306.09+001100.4	782914066	103.275375	0.183464	134.71	A1	Shi et al. (2023)
J034015.11+141108.1	794514160	55.062354	14.186676	115.92	A1	Shang et al. (2022)
J061109.39+223800.3	794604098	92.7891283	22.6334397	73.11	A5	Shang et al. (2022)
J061205.27+215949.3	794605129	93.0219656	21.9970458	142.12	A5	Shang et al. (2022)
J060130.45+223012.7	794610144	90.3769019	22.5035417	50.42	F0	Shang et al. (2022)
J040915.98+525348.2	794901200	62.316596	52.896743	55.19	A2	Shi et al. (2023)
J041143.61+533011.9	794907122	62.931739	53.503317	69.7	A1	Shi et al. (2023)
J040129.75+564409.3	794916125	60.373969	56.735925	59.76	A2	Yang et al. (2024)
J035046.02+363648.0	795807065	57.6917655	36.6133444	99.55	A2	Shi et al. (2023)
J062403.70+214348.0	795905157	96.0154383	21.7300206	437.62	A2	Yang et al. (2024)
J062917.67+225035.3	795909207	97.32214944	22.84327583	73.1	A1	Gaia Collaboration et al. (2016, 2023)
J062941.05+242924.5	795912241	97.42083139	24.49142667	115.16	A2	Shi et al. (2023)
J035720.90+203907.8	797304106	59.338284	20.651986	214.5	A1	Gaia Collaboration et al. (2016, 2023)
J055103.84+193700.3	803203042	87.766037	19.616757	51.74	A1	Shi et al. (2023)
J092907.24+092440.5	805112122	142.2801833	9.4112556	136.64	A2	Hümmerich et al. (2020)
J045810.89+221311.9	805604081	74.5454081	22.2199922	275.58	A1	Shang et al. (2022)
J045324.33+215142.6	805605063	73.351381	21.861841	173.4	A1	Shang et al. (2022)
J064048.59+355211.3	805704167	100.2024717	35.8698056	254.8	A7	Shang et al. (2022)
J064514.27+371341.2	805709051	101.3085736	37.22914528	95.88	A1	Shi et al. (2023)
J070247.33+080145.0	806005035	105.6972378	8.0291882	111.73	A1	Shang et al. (2022)
J070617.33+101602.9	806009055	106.5708561	10.26711944	198.75	A1	Renson & Manfroid (2009)
J070341.45+101920.4	806015040	105.9227483	10.3223584	92.86	A2	Shang et al. (2022)
J065540.64+103000.1	806016224	103.919365	10.5000294	107.01	A1	Shang et al. (2022)
J055028.87+314811.0	806303163	87.6203039	31.8030569	107.6	A1	Shang et al. (2022)
J055455.57+310714.5	806304142	88.73155	31.1207139	71.98	A1	Shang et al. (2022)
J060221.23+311330.8	806306080	90.5884761	31.225245	106.83	A2	Shang et al. (2022)
J060555.33+305229.1	806306164	91.4805458	30.8747578	57.06	A1	Shang et al. (2022)
J060102.09+300514.3	806307058	90.2587217	30.0873231	69.9	A1	Shang et al. (2022)
J060051.57+301349.5	806307067	90.21372111	30.23089444	88.21	A1	Shang et al. (2022)
J060032.33+310853.5	806308057	90.1347372	31.1481997	89.31	A1	Shi et al. (2023)
J055737.62+302838.0	806308195	89.4067711	30.4772458	56.69	A1	Yang et al. (2024)
J055909.76+323232.9	806309044	89.7907083	32.5424903	158.47	A2	Shang et al. (2022)
J060418.64+321841.2	806313131	91.0776872	32.3114497	50.21	A1	Shang et al. (2022)
J054639.65+322459.1	806314216	86.6652106	32.4164422	102.8	A1	Shang et al. (2022)
J055157.91+324532.0	806315078	87.9913258	32.7588994	200.84	A3	Shi et al. (2023)
J073810.82+032729.0	811605058	114.5451065	3.4580576	141.4	A1	Shi et al. (2023)
J074750.00+025937.1	811606212	116.958339	2.993664	125.65	A5	Shang et al. (2022)
J074354.81+022855.0	811607027	115.978396	2.481952	276.41	A5	Hümmerich et al. (2020)
J073929.02+060120.9	811611016	114.8709189	6.0224757	255.93	A1	Hümmerich et al. (2020)
J070448.05+052150.8	814803144	106.2002106	5.3641244	177.94	A1	Shi et al. (2023)
J071409.09+045556.2	814806027	108.5379007	4.9322992	115.74	A1	Shi et al. (2023)
J071226.20+032113.4	814807058	108.109173	3.353741	114.3	F0	Shi et al. (2023)
J183344.13+093641.1	820705079	278.4339	9.6114289	119.51	A2	Shi et al. (2023)
J184406.82+100348.0	820706114	281.028444	10.063352	63.85	A5	Shang et al. (2022)
J175047.94+394915.1	821012143	267.699763	39.820871	73.79	A7	Bauer-Fasching et al. (2024)
J002403.91+530427.8	836511180	6.0163279	53.0744007	112.67	A1	Shi et al. (2023)
J023015.88+541923.5	836605133	37.56619	54.323201	427.26	A1	Yang et al. (2024)
J022651.34+540222.9	836605204	36.713922	54.039698	290.87	F0	Yang et al. (2024)
J023506.37+570129.3	836609080	38.776542	57.024831	143.43	A1	Yang et al. (2024)
J023342.18+562031.9	836609155	38.42576	56.342199	72.39	A3	Shi et al. (2023)
J021758.53+565925.0	836616211	34.493889	56.990302	147.06	A3	Shi et al. (2023)
J202458.48+271558.1	837401142	306.2437	27.266139	95.38	A7	Yang et al. (2024)
J202153.08+273117.9	837405225	305.4712	27.521662	54.02	A1	Shi et al. (2023)
J221357.91+532229.1	837606155	333.49132	53.374751	305.22	A2	Shi et al. (2023)
J220605.36+520750.7	837607154	331.522365	52.130764	105.09	A5	Yang et al. (2024)
J215438.72+560731.8	837616146	328.6613739	56.1255264	134.29	A1	Shi et al. (2023)
J185658.31+390835.9	837810034	284.2429957	39.1433324	346.6	A1	Shi et al. (2023)
J190132.50+415158.9	837811020	285.3854334	41.8663865	830.38	A6	Hümmerich et al. (2020)
J064949.21-021425.3	840307122	102.4550797	-2.2403717	74.37	A1	Shi et al. (2023)
J065027.43-010218.8	840308060	102.614301	-1.03857	81.65	A1	Shi et al. (2023)
J064843.66+013629.5	840311028	102.1830967	1.60887389	100.86	A1	Renson & Manfroid (2009)
J064601.48+013756.5	840311211	101.506181	1.632377	98.01	A1	Yang et al. (2024)
J025810.13+541028.7	840705040	44.542232	54.174647	86.11	A1	Shi et al. (2023)
J025450.18+543153.4	840705061	43.709104	54.531524	90.78	A1	Shi et al. (2023)
J030100.83+535732.6	840705144	45.253485	53.959061	92.01	A1	Yang et al. (2024)
J030826.05+531711.9	840807066	47.1085775	53.2866489	110.11	A1	Yang et al. (2024)
J031000.50+531857.3	840807077	47.5021047	53.3159392	102.29	A1	Bernhard et al. (2021)
J204923.34+263258.8	840903010	312.3472562	26.5496862	227.99	A1	Shi et al. (2023)
J205818.66+261144.8	840906021	314.577778	26.19579	128.26	A1	Shi et al. (2023)
J212808.79+062305.9	842206225	322.03666	6.3849834	111.8	A1	Shang et al. (2022)
J045636.47+390149.6	842412035	74.1519916	39.0304534	371.65	A1	Shang et al. (2022)
J071840.52+161932.1	844102056	109.6698639	16.32502889	272.01	A2	Shi et al. (2023)
J072439.35+173837.8	844108037	111.1629508	17.64451722	58.87	A1	Yang et al. (2024)
J220856.85+010115.0	844208213	332.2369	1.0208434	91.79	A1	Shi et al. (2023)
J052533.34+150416.6	844707233	81.3889519	15.0713011	324.07	A1	Shi et al. (2023)
J051250.27+185312.8	844716208	78.20935111	18.88814278	304.64	A1	Gaia Collaboration et al. (2016, 2023)
J062010.55+190855.0	844909228	95.0439591	19.1486225	123.83	A2	Shang et al. (2022)
J060706.46+182520.5	844910043	91.7769433	18.4223711	98.72	A1	Shang et al. (2022)
J061600.12+205214.6	844911057	94.0005342	20.8707244	92.1	A1	Shi et al. (2023)
J235244.65+500632.6	853902047	358.186056	50.109066	80.26	A1	Yang et al. (2024)
J064534.06+234628.3	854209152	101.3919507	23.7745374	136.24	A1	Hümmerich et al. (2020)
J002707.67+715437.8	855015003	6.7819867	71.910514	61.13	A1	Shi et al. (2023)
J031045.12+463200.1	856306238	47.689375	46.532921	67.05	A2	Shang et al. (2022)
J074933.80+135525.3	864105145	117.3908641	13.9237144	365.27	A1	Shi et al. (2023)
J040437.52+525102.1	864502012	61.1563382	52.8505982	280.98	A1	Yang et al. (2024)
J040252.54+524529.9	864502101	60.71952139	52.75967417	282.74	A2	Renson & Manfroid (2009)
J040821.05+540115.5	864505151	62.088209	54.022028	122.3	A3	Shi et al. (2023)
J040423.51+534407.8	864505235	61.097983	53.735503	116.38	A1	Yang et al. (2024)
J041709.18+532317.1	864507109	64.2882589	53.3881017	87.74	A1	Yang et al. (2024)
J041813.53+525510.0	864507207	64.55578694	52.91844694	192.49	A1	Shi et al. (2023)
J042000.05+562033.9	864512015	65.000223	56.342776	115.55	A5	Yang et al. (2024)
J074959.87+013520.0	864602064	117.4984	1.588279	112.96	A2	Renson & Manfroid (2009)
J074855.66+022310.7	864605178	117.2319522	2.3863175	146.17	F0	Hümmerich et al. (2020)
J074738.21+052329.6	864616235	116.9092495	5.3915753	308.15	A1	Hümmerich et al. (2020)
J220233.24+400005.1	864911166	330.638501	40.001431	117.26	A7	Yang et al. (2024)
J071535.90+054342.4	865502248	108.8995854	5.7284647	279.93	A1	Shi et al. (2023)
J071227.04+075533.1	865514219	108.1127083	7.92588	280.27	A2	Shang et al. (2022)
J070445.49-012553.0	869307115	106.18956	-1.431395	97.99	A2	Yang et al. (2024)
J070146.75+012107.4	869309081	105.4448327	1.3520584	64.86	A1	Yang et al. (2024)
J080841.86-001125.7	869901193	122.174427	-0.190473	75.17	A2	Shi et al. (2023)
J040606.83+161907.5	874707250	61.5284726	16.3187616	113.1	A1	Shang et al. (2022)
J043139.84+203059.7	879409086	67.9160022	20.516605	469.57	A2	Shi et al. (2023)
J062725.64+163224.7	879501025	96.8568552	16.5402133	187.13	A2	Shi et al. (2023)
J062335.24+191515.2	879503149	95.8968628	19.2542454	148.6	A1	Bauer-Fasching et al. (2024)
J062325.89+171711.6	879505204	95.8578995	17.2865689	85.69	A1	Yang et al. (2024)
J062922.12+163558.8	879507156	97.3421755	16.5996758	58.38	A1	Yang et al. (2024)
J063612.60+193154.6	879513022	99.052507	19.5318574	228.23	A1	Shi et al. (2023)
J062534.92+193613.1	879515192	96.3955306	19.6036415	114.34	A1	Yang et al. (2024)
J062246.10+192548.8	879515233	95.6920992	19.4302336	166.92	A1	Lu et al. (2025)
J045501.99+431029.5	880505167	73.758323	43.174884	107.77	A2	Shi et al. (2023)
J074631.81+163258.7	881902067	116.6325458	16.5496439	149.5	A1	Yang et al. (2024)
J062714.26+172512.8	882805025	96.8094424	17.4202431	115.66	A3	Faltová et al. (2021)
J063330.50+193334.2	882813104	98.3770912	19.5595169	251.67	A1	Shi et al. (2023)
J062701.11+192226.6	882815120	96.7546494	19.3740686	255.72	A1	Faltová et al. (2021)
J034506.34+293737.8	883007128	56.27485833	29.62717083	195.41	A1	Yang et al. (2024)
J062256.30+171516.8	894602054	95.7345952	17.2546752	53.83	A1	Shi et al. (2023)
J062527.82+195804.2	898015006	96.36594	19.9678575	92.53	A1	Shang et al. (2022)
J065338.24+032346.2	898104001	103.410691	3.395813	60.06	A2	Renson & Manfroid (2009)
J065600.81+020146.9	898105144	104.0033944	2.0296958	67.18	F0	Yang et al. (2024)
J070216.49+025253.9	898106088	105.568739	2.881665	185.02	A1	Yang et al. (2024)
J070252.52+023654.2	898106178	105.719843	2.615901	95.16	A1	Renson & Manfroid (2009)
J065935.31+024537.4	898108057	104.897157	2.760394	88	A1	Yang et al. (2024)
J064731.74+030439.9	898110082	101.8827039	3.07898417	57.2	A1	Renson & Manfroid (2009)
J063144.28-050621.2	898301239	97.934535	-5.1059	73.69	A2	Yang et al. (2024)
J063117.57-035454.2	898305242	97.823244	-3.915059	83.98	A1	Yang et al. (2024)
J063720.39-044820.6	898307165	99.334986	-4.805731	128.37	A1	Yang et al. (2024)
J063949.09-031724.5	898308059	99.9545586	-3.2901425	102.74	A1	Shi et al. (2023)
J063653.04-031304.8	898308230	99.221007	-3.218004	103.28	A1	Yang et al. (2024)
J190620.50+174046.4	911407116	286.5854542	17.6795722	454.44	A2	Yang et al. (2024)
J070703.79-015845.6	939416237	106.765815	-1.97935	81.17	A1	Yang et al. (2024)
J051201.46+201540.8	939905076	78.0060981	20.2613583	99.33	A1	Shang et al. (2022)
J051709.99+214859.1	939909170	79.2916356	21.8164392	89.02	A2	Shi et al. (2023)
J015238.34+420624.4	947515153	28.1597715	42.1067818	271.09	A1	Lu et al. (2025)
J062455.25+164040.9	948501136	96.2302239	16.6780371	113.61	A1	Bauer-Fasching et al. (2024)
J062738.21+165035.1	948501243	96.9092194	16.8430955	549.25	A2	Shang et al. (2022)
J063529.26+181133.3	948506175	98.8719579	18.1926055	174.37	A1	Bernhard et al. (2021)
J062010.10+191458.5	948514157	95.0421199	19.2495863	181.19	A1	Lu et al. (2025)
J054106.52+284522.1	948703011	85.2771778	28.7561461	122.09	F0	Shi et al. (2023)
J055302.73+283322.0	948706160	88.26188806	28.55518472	197.25	A1	Renson & Manfroid (2009)
J055053.71+304319.7	948712105	87.72325361	30.7234675	262.18	A1	Renson & Manfroid (2009)
J055342.62+292724.8	948713045	88.4276212	29.4569062	79.88	A1	Shi et al. (2023)
J053749.80+304016.2	948716197	84.4575286	30.6711761	85.76	A1	Yang et al. (2024)
J044735.04+100814.8	949702069	71.8960292	10.1374472	173.24	A1	Shang et al. (2022)
J000126.03+011454.1	951005029	0.3584888	1.2483851	87.59	A5	Yang et al. (2024)
J043138.02+451226.6	960103174	67.90844917	45.20630667	240.53	A1	Yang et al. (2024)
J044650.74+450632.4	960106043	71.7114317	45.1090067	76.24	A1	Yang et al. (2024)
