Designation	Obsid	RA	DEC	S/N(g)	Subclass	Source
J064842.15+070349.6	615905188	102.1756431	7.0637856	92.03	A1	Shi et al. (2023)
J065758.45+062836.9	615907057	104.4935478	6.4769192	179.66	A2	Shang et al. (2022)
J065729.91+055809.8	615907247	104.3746508	5.9694033	76.46	F0	Yang et al. (2024)
J065714.75+073911.8	615908086	104.3114746	7.6532895	176.12	A2	Shi et al. (2023)
J065449.00+064403.3	615908186	103.7041944	6.7342681	195.09	A1	Shang et al. (2022)
J064521.24+071928.6	615910058	101.3385019	7.3246358	84.01	A5	Shang et al. (2022)
J064529.41+072552.3	615910074	101.3725711	7.4312053	249.93	A1	Hümmerich et al. (2020)
J064247.86+073421.7	615910128	100.6994403	7.5727117	63.04	A1	Shang et al. (2022)
J065419.48+094904.1	615911062	103.5811806	9.8178206	98.06	A2	Shi et al. (2023)
J065401.35+093740.8	615911072	103.5056356	9.6280269	83.81	A1	Shang et al. (2022)
J065943.53+091221.1	615912218	104.9313811	9.20587	89.55	A1	Shang et al. (2022)
J070016.96+082755.5	615913134	105.0706739	8.4654425	89.95	A3	Shi et al. (2023)
J065239.93+090550.0	615915137	103.1663997	9.0972497	181.41	A1	Shang et al. (2022)
J064450.69+090810.7	615916023	101.2112172	9.1363328	90.75	A1	Shang et al. (2022)
J064621.97+090605.6	615916085	101.5913292	9.10283944	263.38	A1	Renson & Manfroid (2009)
J064942.53+095057.3	615916131	102.4272164	9.8492714	103.25	A2	Shi et al. (2023)
J064744.36+092432.3	615916160	101.934855	9.4089969	195.03	A2	Shi et al. (2023)
J064635.18+092653.7	615916188	101.6465867	9.4482744	84.83	A1	Shang et al. (2022)
J064746.80+095209.7	615916243	101.9450017	9.8693658	81.06	A2	Shang et al. (2022)
J011217.69+612701.7	617404026	18.073717	61.450487	77.26	A2	Shang et al. (2022)
J011116.35+605800.8	617404164	17.818126	60.966911	100.88	A1	Shang et al. (2022)
J011501.74+600417.1	617405108	18.757272	60.07144	159.26	A1	Shi et al. (2023)
J013259.93+601804.9	617406157	23.249734	60.301366	57.01	A2	Shi et al. (2023)
J012627.65+604833.3	617408099	21.615249	60.809253	114.59	A2	Shi et al. (2023)
J012042.59+594630.7	617408125	20.177468	59.775202	100.02	A1	Shi et al. (2023)
J005715.20+601641.8	617410117	14.313362	60.278286	96.17	A2	Shang et al. (2022)
J013121.43+613815.0	617413177	22.839307	61.637508	75.81	A2	Shi et al. (2023)
J062504.99+114119.8	618504026	96.270833	11.688855	56.16	A5	Yang et al. (2024)
J063001.92+092340.8	618507020	97.508038	9.3946942	99.12	A2	Shang et al. (2022)
J063034.13+093840.0	618507121	97.64222	9.6444524	94.75	A1	Shi et al. (2023)
J061719.29+102925.3	618510080	94.330416	10.490377	87.06	A5	Yang et al. (2024)
J063515.49+113053.7	618513036	98.81455	11.514918	109.38	A1	Shi et al. (2023)
J224507.39+445319.3	618702126	341.280814	44.888698	174.35	A1	Shi et al. (2023)
J224514.12+462322.5	618703076	341.308864	46.389587	292.19	A2	Shang et al. (2022)
J225720.96+473448.0	618709062	344.33538	47.579906	182.83	A1	Shang et al. (2022)
J225938.84+465600.3	618709130	344.911848	46.933417	73.8	A1	Shang et al. (2022)
J224348.68+455432.6	618710215	340.951013	45.90908	83.87	A1	Shang et al. (2022)
J224829.70+482327.5	618716138	342.123761	48.390983	91.91	A7	Yang et al. (2024)
J061630.36+102116.0	618901087	94.126511	10.354459	52.82	A5	Yang et al. (2024)
J061812.80+100244.4	618901189	94.553341	10.045694	66.12	A1	Yang et al. (2024)
J061232.45+100828.1	618902116	93.135232	10.141145	122.1	A2	Shang et al. (2022)
J061043.80+110713.9	618902178	92.682521	11.120535	75.94	A5	Yang et al. (2024)
J061909.56+143120.1	618911034	94.789856	14.522277	55.06	A2	Shi et al. (2023)
J061359.92+143644.0	618911151	93.499681	14.612249	76.92	A2	Shang et al. (2022)
J062042.29+133956.5	618912097	95.176246	13.665717	138.17	A1	Shang et al. (2022)
J003859.53+460351.3	619005008	9.748079	46.064256	114.26	A1	Shi et al. (2023)
J004134.13+481411.3	619009175	10.392071	48.235373	93.9	A6	Shang et al. (2022)
J003711.29+495827.9	619011149	9.297051	49.974433	101.88	A1	Shang et al. (2022)
J065844.52+201432.4	619104125	104.6855294	20.2423419	259.97	A1	Shi et al. (2023)
J065122.67+213817.5	619116092	102.8444764	21.6382122	106.46	A1	Shi et al. (2023)
J041050.59+600137.4	619701242	62.710796	60.027081	94.23	A2	Shi et al. (2023)
J040723.71+621338.0	619703093	61.848815	62.227241	60.24	A6	Yang et al. (2024)
J073544.82+232336.0	619902128	113.9367875	23.3933556	221.42	A1	Hümmerich et al. (2020)
J074459.34+233759.0	619908222	116.2472594	23.6330603	169.83	A6	Shang et al. (2022)
J052653.69+053311.3	627101136	81.723749	5.5531582	75.49	A2	Shang et al. (2022)
J053440.14+062159.3	627106194	83.667288	6.3664814	67.93	A5	Yang et al. (2024)
J052938.62+091841.0	627111036	82.41094	9.3113982	53.16	A1	Shang et al. (2022)
J024329.30+412601.4	630107140	40.872101	41.433739	66.58	A7	Shang et al. (2022)
J063857.42+214329.0	630201106	99.7392525	21.7247289	64.73	A5	Shang et al. (2022)
J063451.26+220754.9	630205220	98.7136092	22.1319178	75.63	A5	Yang et al. (2024)
J064601.44+221654.3	630207126	101.5060289	22.2817731	74.79	A5	Shi et al. (2023)
J062812.44+230104.3	630210120	97.0518511	23.0178842	83.04	A5	Shang et al. (2022)
J063739.77+241634.5	630215104	99.4157458	24.2762733	104.72	A6	Shi et al. (2023)
J063825.75+241829.3	630215117	99.6073244	24.3081647	97.78	F0	Yang et al. (2024)
J021114.67+440047.5	630611061	32.8111489	44.0132106	122.63	A5	Yang et al. (2024)
J062145.00+231402.7	631113053	95.4375358	23.2340867	63.41	A5	Yang et al. (2024)
J020840.76+444402.0	631604188	32.169872	44.733904	118.23	A1	Shi et al. (2023)
J061210.33+113216.6	641101100	93.043054	11.537956	65.97	A5	Shi et al. (2023)
J060745.07+112159.4	641102115	91.937813	11.366522	69.66	A1	Shi et al. (2023)
J060920.67+130529.7	641103025	92.336152	13.091585	97.1	A1	Shi et al. (2023)
J060438.71+131433.5	641110066	91.161313	13.242662	50.56	A5	Shang et al. (2022)
J061021.34+124422.4	641205160	92.58895	12.739572	102.89	A2	Shi et al. (2023)
J061412.86+130520.7	641208020	93.553589	13.08909	86.11	A1	Shang et al. (2022)
J061539.39+124253.2	641208128	93.914165	12.714804	82.35	A1	Shi et al. (2023)
J061224.19+143316.9	641215121	93.100795	14.55472	128.79	A1	Shi et al. (2023)
J051404.15+611946.0	643606074	78.517326	61.329464	64.11	A2	Yang et al. (2024)
J060138.89+153443.6	643707087	90.4120764	15.5788028	58.29	A2	Shi et al. (2023)
J055747.87+171201.6	643708042	89.4494761	17.2004511	56.55	A1	Shi et al. (2023)
J055739.82+160140.9	643708219	89.4159458	16.0280342	134.52	A3	Shi et al. (2023)
J055804.63+174733.0	643709223	89.5193094	17.7925047	154.92	A7	Shang et al. (2022)
J054512.98+170931.3	643710149	86.3041061	17.1587089	150.23	A1	Shi et al. (2023)
J055501.51+185800.7	643711241	88.7563144	18.9668708	91.62	A1	Shang et al. (2022)
J055547.47+191413.6	643711250	88.9478159	19.2371347	139.94	A1	Shang et al. (2022)
J061238.13+213810.9	644901140	93.15889	21.636383	409.15	A1	Shi et al. (2023)
J043617.60+621545.8	647014012	69.073373	62.262728	84.9	A1	Shi et al. (2023)
J055136.76-002538.1	647510040	87.903205	-0.42857361	403.9	A7	Shang et al. (2022)
J055920.70+024024.0	647511125	89.8362731	2.6733383	236.44	A1	Shang et al. (2022)
J060739.87+011158.3	647513008	91.9161536	1.1995289	110.05	A5	Lu et al. (2025)
J055138.56+021421.9	647516207	87.9106747	2.2394217	177.91	A1	Shi et al. (2023)
J061448.04+082608.9	647601159	93.7002067	8.4358314	206.84	A2	Shi et al. (2023)
J061348.16+083500.7	647602064	93.4506941	8.5835449	135.52	A1	Shi et al. (2023)
J061139.26+095634.8	647603032	92.9136158	9.9430175	173.16	A2	Shang et al. (2022)
J061033.24+104723.7	647603118	92.6385342	10.7899275	193.35	A1	Shi et al. (2023)
J061618.70+093615.3	647605117	94.0788975	9.60492694	411.55	A2	Renson & Manfroid (2009)
J061550.77+092215.8	647605167	93.9615661	9.3710803	281.33	A2	Shi et al. (2023)
J061325.81+085045.8	647605204	93.3575819	8.8460614	187.36	A1	Shi et al. (2023)
J061940.62+083745.7	647607023	94.9192519	8.6293725	129.81	A1	Shang et al. (2022)
J062037.22+082436.2	647607215	95.1551192	8.4100767	142.77	A1	Shi et al. (2023)
J061936.16+090132.7	647608205	94.9006681	9.0257636	327.99	A1	Shang et al. (2022)
J061825.38+111259.6	647609101	94.6057794	11.2165706	55.48	A1	Shang et al. (2022)
J061819.62+110024.0	647609165	94.5817669	11.006685	95.04	A1	Shang et al. (2022)
J062025.06+110635.6	647609188	95.1044556	11.1099081	319.81	A1	Shang et al. (2022)
J060831.71+101037.6	647610013	92.1321456	10.1771178	194.11	A1	Shi et al. (2023)
J062206.81+112032.6	647612165	95.5283783	11.3424111	200.03	A2	Shi et al. (2023)
J062140.13+112544.6	647612170	95.4172142	11.4290572	252.52	A1	Yang et al. (2024)
J062348.54+103312.4	647613223	95.95112361	10.55345889	205.34	A2	Renson & Manfroid (2009)
J062216.48+104549.6	647613232	95.5686869	10.7637944	77.98	A5	Shang et al. (2022)
J060835.64+111107.4	647614133	92.148515	11.1854111	212.02	A2	Shi et al. (2023)
J060714.95+104042.2	647614235	91.81342306	10.67831722	60.37	A1	Shang et al. (2022)
J061027.28+120334.2	647616027	92.6136686	12.0595172	135.78	A1	Shi et al. (2023)
J060905.53+114858.8	647616211	92.2730764	11.8163364	56.92	A1	Shi et al. (2023)
J042731.14+130812.0	648513176	66.87861556	13.13668722	136.97	A1	Shang et al. (2022)
J061148.64+230615.9	648602116	92.9526667	23.10443	68.49	A1	Shang et al. (2022)
J062020.70+252609.6	648609231	95.08714917	25.43523389	77.05	A2	Hümmerich et al. (2020)
J061244.89+264910.8	648616109	93.1870628	26.8196806	66.03	A1	Shi et al. (2023)
J042735.68+063640.3	648716083	66.89982194	6.61198889	666.53	A6	Renson & Manfroid (2009)
J071154.76+345913.6	648807192	107.9780189	34.98851472	196.53	A5	Renson & Manfroid (2009)
J070358.72+372654.4	648815131	105.9946774	37.4484653	271.51	A1	Shang et al. (2022)
J045158.58+200344.9	649408203	72.9941138	20.0624827	339.92	A1	Shang et al. (2022)
J044220.19+201347.5	649410152	70.584133	20.229885	357.26	A1	Shang et al. (2022)
J045107.48+231454.1	649411071	72.7811958	23.2483722	99.31	A2	Shi et al. (2023)
J044741.44+230821.0	649411180	71.9226758	23.1391888	195.87	A1	Shi et al. (2023)
J045504.48+230922.5	649412180	73.7686714	23.1562721	344.67	A1	Shang et al. (2022)
J075742.58+253614.6	650801155	119.4274523	25.6040715	78.17	A1	Shang et al. (2022)
J060106.34-042123.3	651805009	90.276433	-4.356478	126.28	A7	Hümmerich et al. (2020)
J145218.93+201037.8	652507248	223.0789065	20.1771872	64.9	A5	Shang et al. (2022)
J070008.16+042238.1	655806155	105.03404	4.3772701	59.25	F0	Shang et al. (2022)
J070754.35+121036.0	656302147	106.9764639	12.1766944	101.6	A1	Shi et al. (2023)
J070800.38+134653.2	656303086	107.0015961	13.7814492	136.47	A1	Shang et al. (2022)
J071458.66+125334.0	656305131	108.7444558	12.8927928	283.88	A1	Shi et al. (2023)
J071558.74+150916.1	656309103	108.9947881	15.1544869	142.08	A1	Shi et al. (2023)
J071512.61+153632.9	656311058	108.8025778	15.6091628	245.01	A5	Shang et al. (2022)
J071416.17+152117.5	656315046	108.5673794	15.3548856	316.24	A1	Shi et al. (2023)
J072125.88+035420.9	656703248	110.357836	3.905822	94.74	A1	Shi et al. (2023)
J071653.66+050509.5	656714118	109.2235965	5.0859802	255.77	A1	Shi et al. (2023)
J072417.38+054727.1	656715201	111.073315	5.791891	104.76	A1	Renson & Manfroid (2009)
J170210.52+194917.3	657105168	255.5438336	19.821495	79.98	A1	Shi et al. (2023)
J071208.33+185914.8	657201203	108.034744	18.9874449	96.3	A1	Shi et al. (2023)
J070941.38+210505.8	657203185	107.4224195	21.0849637	54.22	A6	Shang et al. (2022)
J071706.53+205244.1	657208067	109.2761256	20.87846139	189.25	A1	Shi et al. (2023)
J070253.49+204333.7	657210096	105.7241625	20.72647806	68.56	A5	Shang et al. (2022)
J070608.63+213900.3	657214064	106.5359639	21.6500867	96.65	A1	Shang et al. (2022)
J074759.40+303434.3	657709134	116.9975349	30.5761987	164.03	A7	Hümmerich et al. (2020)
J133835.20+100715.7	662211056	204.647958	10.121274	166.38	F0	Hümmerich et al. (2020)
J193638.36+381107.9	664012200	294.15986	38.185532	61.35	A1	Shi et al. (2023)
J051201.47+201540.7	679005038	78.0061268	20.2613094	111.31	A2	Shang et al. (2022)
J052206.40+221830.8	679012220	80.5266719	22.3085787	110.52	A1	Lu et al. (2025)
J061052.69+130724.5	679501127	92.7195481	13.1234844	103.07	A1	Shi et al. (2023)
J061124.43+124501.6	679501177	92.85249556	12.75138861	203.21	A3	Shi et al. (2023)
J060352.23+132918.2	679502038	90.9676269	13.4883964	180.85	A1	Yang et al. (2024)
J060518.19+125728.8	679502122	91.3258148	12.958002	146.19	A1	Shi et al. (2023)
J060823.60+150657.0	679504022	92.0983556	15.1158461	339.39	A1	Shi et al. (2023)
J061041.32+140930.1	679505120	92.67085722	14.15816111	320.46	A1	Shang et al. (2022)
J061218.29+123436.1	679507158	93.07490222	12.5767125	102.58	A1	Gaia Collaboration et al. (2016, 2023)
J061359.62+152218.7	679509042	93.4984483	15.3718622	78.64	A1	Shi et al. (2023)
J061011.37+162922.0	679511084	92.5473989	16.4894697	70.78	A1	Shi et al. (2023)
J061104.30+171628.5	679511209	92.76653111	17.27460389	136.58	A1	Yang et al. (2024)
J060414.96+154219.4	679514091	91.0623642	15.7053902	201.75	A1	Shi et al. (2023)
J060259.04+160557.1	679514128	90.74483806	16.09921944	397.72	A1	Shi et al. (2023)
J060816.32+163644.6	679516115	92.0680025	16.612415	76.17	A1	Yang et al. (2024)
J043140.13+203059.8	680905049	67.91599444	20.5166125	83.34	A1	Shi et al. (2023)
J042522.01+232325.4	680916032	66.34162	23.38930444	214.62	A3	Shi et al. (2023)
J030457.20+523119.3	685801101	46.2383688	52.5220475	211.98	A2	Shi et al. (2023)
J030445.80+523800.6	685801135	46.1908399	52.633516	125.42	A1	Shi et al. (2023)
J025304.91+535235.8	685803227	43.2704687	53.8766152	453.32	A2	Shi et al. (2023)
J025951.19+540339.1	685804178	44.9633212	54.0608714	572.99	A2	Shi et al. (2023)
J030714.18+553530.5	685809065	46.8090845	55.5918327	69.06	A1	Shang et al. (2022)
J025039.93+535725.0	685810066	42.6663805	53.9569699	147.75	A2	Shang et al. (2022)
J024836.90+535847.1	685810107	42.1537712	53.9797616	156.06	A1	Yang et al. (2024)
J025212.38+533240.6	685810159	43.0516126	53.5446199	373.99	A2	Shi et al. (2023)
J025932.56+561129.1	685811003	44.8856834	56.1914203	312.56	A2	Shi et al. (2023)
J030702.87+563709.3	685811046	46.7619986	56.6192711	119.55	A3	Shi et al. (2023)
J031423.09+560524.1	685812199	48.5962184	56.090035	67.33	A2	Shang et al. (2022)
J035222.92+325344.1	685913142	58.09553	32.89559	77.62	A1	Hümmerich et al. (2020)
J062343.01+165840.1	686102075	95.9292276	16.9778126	213.92	A2	Shi et al. (2023)
J062512.47+171729.3	686105094	96.3019653	17.2914893	317.32	A1	Shang et al. (2022)
J063158.67+172531.2	686107187	97.994461	17.4253356	340.02	A1	Shi et al. (2023)
J063309.36+172950.7	686107200	98.2890353	17.49742	150.78	A1	Shang et al. (2022)
J062958.15+193629.8	686109037	97.492298	19.6082781	256.32	A1	Shang et al. (2022)
J061911.28+183721.8	686110249	94.7970337	18.6227447	132.8	A1	Shang et al. (2022)
J062007.71+191655.8	686114159	95.03214	19.282176	139.62	A2	Shang et al. (2022)
J062535.76+201504.7	686115225	96.3990374	20.2513218	165.69	A1	Shang et al. (2022)
J061958.76+200613.5	686116082	94.9948334	20.1037569	263.86	A7	Yang et al. (2024)
J065519.99+251847.0	686612140	103.833319	25.3130686	71.56	A1	Yang et al. (2024)
J064540.47+235117.7	686703062	101.4193861	23.85374917	83.25	A1	Gaia Collaboration et al. (2016, 2023)
J064802.40+224055.7	686705182	102.0100208	22.6821592	93.46	F0	Yang et al. (2024)
J065647.49+243000.6	686709192	104.19908	24.49968694	67.1	A1	Shi et al. (2023)
J053027.80+461036.1	686902233	82.615849	46.176716	57.23	A1	Shang et al. (2022)
J053355.91+472241.8	686904178	83.482976	47.378285	76.08	A2	Shang et al. (2022)
J053515.24+463342.7	686905034	83.813505	46.561871	108.48	A2	Shang et al. (2022)
J052905.53+482237.3	686915068	82.27308	48.377046	85.51	A2	Shang et al. (2022)
J065216.69+205412.7	687103112	103.069572	20.9035304	74.04	A2	Hümmerich et al. (2022)
J065629.87+200101.8	687104144	104.1244681	20.0171709	197.09	A1	Hümmerich et al. (2020)
J064754.14+201923.0	687110147	101.9755989	20.3230619	125.57	A1	Shi et al. (2023)
J065403.75+221540.6	687116070	103.5151336	22.26255889	62.9	A5	Renson & Manfroid (2009)
J050550.39+225118.1	687705206	76.458859	22.85419	349.78	A1	Gaia Collaboration et al. (2016, 2023)
J051100.37+240150.5	687708236	77.7515619	24.0307067	133.66	A2	Shi et al. (2023)
J034721.19+494538.9	687901160	56.838297	49.760808	50.61	A1	Shang et al. (2022)
J034752.79+502037.3	687905016	56.969998	50.3437	70.76	A1	Shi et al. (2023)
J035514.00+521306.2	687909143	58.808356	52.218393	59.16	A5	Shang et al. (2022)
J034301.86+524626.3	687915077	55.757767	52.773993	94.95	A2	Shang et al. (2022)
J064826.73+145651.2	688101021	102.1113781	14.9475639	94.68	A5	Yang et al. (2024)
J064100.20+150914.4	688102202	100.2508383	15.1540067	143.51	A5	Yang et al. (2024)
J064142.18+170708.8	688103057	100.4257708	17.1191114	61.86	A1	Shang et al. (2022)
J064748.24+160800.0	688105103	101.95208	16.13278	103.2	A2	Hümmerich et al. (2020)
J063713.63+164958.0	688110128	99.30681	16.8328	271.29	A1	Shi et al. (2023)
J031148.65+515219.2	688503064	47.952709	51.872019	60.25	A2	Shang et al. (2022)
J032419.63+514142.6	688504245	51.081793	51.695174	120.09	A1	Shang et al. (2022)
J031956.29+505543.5	688505172	49.984559	50.928758	120.05	A2	Shi et al. (2023)
J033245.85+513310.4	688506043	53.191052	51.552891	98.43	A2	Shi et al. (2023)
J033430.76+504440.4	688506119	53.628202	50.744576	60.78	A3	Yang et al. (2024)
J031020.64+521129.5	688514154	47.58603	52.191552	91.06	A2	Shi et al. (2023)
J065248.45-033247.1	696509189	103.201888	-3.546439	92.54	A1	Shang et al. (2022)
J064415.48-061037.4	696602013	101.064514	-6.177065	160.01	A1	Shi et al. (2023)
J064135.23-054610.7	696602042	100.3968012	-5.7696403	116.75	A1	Shi et al. (2023)
J064449.58-054625.4	696602062	101.2065894	-5.77374	131.13	A1	Shi et al. (2023)
J064254.14-045229.8	696603238	100.7256148	-4.8749564	208.54	A2	Shi et al. (2023)
J065657.60-051849.8	696606118	104.2400073	-5.3138403	124.03	A1	Shang et al. (2022)
J065137.34-053559.1	696607113	102.9056211	-5.5997731	54.38	A2	Shi et al. (2023)
J065311.33-053512.4	696607182	103.297245	-5.586779	213.41	A1	Shi et al. (2023)
J065339.25-053703.7	696607189	103.413566	-5.617722	65.63	A5	Shang et al. (2022)
J065401.73-041911.4	696608099	103.5072338	-4.3198359	191.29	A2	Shi et al. (2023)
J064649.74-021619.3	696611018	101.7072686	-2.2720504	131.03	A1	Shi et al. (2023)
J065419.90-032531.5	696613164	103.582946	-3.425431	211.82	A1	Shang et al. (2022)
J065459.63-035907.2	696613203	103.7472178	-3.98534639	81.56	A1	Shang et al. (2022)
J064032.48-033419.1	696614213	100.1353749	-3.5719942	160.46	A1	Shi et al. (2023)
J060453.30+205450.7	696702218	91.22091972	20.91408667	52.45	A2	Shi et al. (2023)
J060621.74+212439.7	696702241	91.59083	21.40991	260.56	A2	Shi et al. (2023)
J060556.25+223531.2	696703032	91.4843878	22.5920169	101.61	A1	Shi et al. (2023)
J060516.95+221012.3	696710216	91.3206447	22.1700864	66.61	A1	Shang et al. (2022)
J060333.37+231018.3	696714063	90.8890703	23.1717506	133.78	A2	Shang et al. (2022)
J060359.34+243543.5	696716181	90.9972728	24.5954175	52.61	A1	Shang et al. (2022)
J003441.15+390348.0	697009049	8.671484	39.063336	61.8	F0	Shang et al. (2022)
J024218.36+462646.3	697204142	40.576522	46.446206	77.99	A6	Shang et al. (2022)
J024754.70+461435.0	697208134	41.977946	46.243068	83.94	A2	Shang et al. (2022)
J024201.96+451624.6	697301161	40.507796	45.272451	194.98	A1	Shang et al. (2022)
J023948.36+472925.6	697303147	39.951509	47.490468	190.4	A2	Shi et al. (2023)
J024704.38+474135.4	697309029	41.76828	47.693184	135.85	A1	Shi et al. (2023)
J055837.82+042933.5	697404079	89.65625111	4.49266639	583.6	A2	Renson & Manfroid (2009)
J055942.01+071739.2	697411049	89.92374389	7.29434417	356.98	A1	Shang et al. (2022)
J055649.57+065911.5	697411191	89.2065483	6.9865375	181.14	A1	Shi et al. (2023)
J060432.11+051316.0	697413077	91.1338236	5.2211142	65.56	A1	Shi et al. (2023)
J100639.40+244606.4	697509186	151.6641825	24.7684508	112.69	A7	Shang et al. (2022)
J061639.34+204208.3	697702147	94.1639519	20.7023286	65.52	A2	Shang et al. (2022)
J063015.16+215028.4	697706193	97.5632042	21.8412261	91.82	A1	Shi et al. (2023)
J062638.99+233156.5	697709058	96.6624697	23.5323828	90.6	A2	Shi et al. (2023)
J063115.49+235418.3	697712208	97.8145475	23.9050978	123.01	A2	Hümmerich et al. (2020)
J061620.10+205445.8	697802050	94.08259	20.91274	149.8	A2	Shang et al. (2022)
J062157.03+210049.6	697805094	95.4876264	21.0137794	76.9	A1	Shang et al. (2022)
J062649.99+244513.2	697812239	96.70972417	24.75378528	58.31	A2	Shi et al. (2023)
J061713.35+232351.6	697814098	94.30564	23.39767	244.44	A2	Shang et al. (2022)
J062257.56+231621.8	697815107	95.74008	23.27384	123.75	A3	Renson & Manfroid (2009)
J062431.40+051129.3	699101174	96.130867	5.1914897	82.92	A2	Shi et al. (2023)
J065106.53+100406.7	708002080	102.77721	10.068532	105.27	A2	Shang et al. (2022)
J065116.27+134007.5	708016043	102.8178	13.668766	90.34	A1	Shi et al. (2023)
J065118.66+130322.2	708016092	102.82776	13.056183	67.96	A7	Shang et al. (2022)
J071816.48+082707.5	708401094	109.5692675	8.45107778	225.66	A2	Shang et al. (2022)
J060339.97+105417.1	709906197	90.916549	10.904758	90.31	A2	Shang et al. (2022)
J024823.58+411323.9	710208244	42.0982551	41.2233113	281	A1	Shang et al. (2022)
J055629.25+120153.3	711201103	89.1218937	12.0314966	239.74	A1	Hümmerich et al. (2020)
J054900.58+115132.5	711202220	87.2524233	11.8590319	71.79	A2	Shi et al. (2023)
J054958.14+140529.1	711203058	87.4922585	14.0914197	69.45	A1	Shang et al. (2022)
J055923.24+121336.9	711207119	89.8468594	12.2269428	141.42	A1	Shang et al. (2022)
J055719.01+124008.6	711208195	89.3292208	12.6690781	131.86	A5	Hümmerich et al. (2020)
J055617.33+160042.3	711211111	89.0722392	16.0117761	200.8	A2	Lu et al. (2025)
J060020.24+154701.5	711212189	90.0843686	15.7837572	54.92	A1	Hümmerich et al. (2020)
J055129.62+145503.4	711215096	87.8734324	14.917622	145.24	A2	Lu et al. (2025)
J055346.73+144708.1	711215186	88.4447453	14.7856017	131.04	A3	Shi et al. (2023)
J055013.57+155116.4	711216243	87.5565781	15.8545761	67.37	A1	Shang et al. (2022)
J084613.50+191508.9	711401178	131.5549872	19.25249028	235.67	A2	Hümmerich et al. (2020)
J044845.03+202134.6	712712137	72.187641	20.359629	468.2	A1	Shang et al. (2022)
J044220.19+201347.4	712716152	70.584144	20.229849	315.61	A2	Shang et al. (2022)
J082235.27+161149.2	713402161	125.6469837	16.1970115	187.68	A2	Shi et al. (2023)
J061642.73+251725.6	713603031	94.1780764	25.29045	100.9	A2	Shi et al. (2023)
J061642.12+254153.4	713603170	94.1755058	25.6981794	121.29	A2	Shang et al. (2022)
J061158.95+245713.9	713610100	92.9956658	24.9538772	87.69	A1	Shi et al. (2023)
J061431.00+271708.4	713616190	93.6292	27.2856856	70.17	A2	Shi et al. (2023)
J061341.48+243210.3	713702193	93.42421	24.5362	57.14	A7	Shang et al. (2022)
J062739.86+243519.6	713706008	96.9160992	24.5887858	91.36	A2	Shang et al. (2022)
J062654.15+234903.0	713707070	96.7256372	23.8175101	97.98	A2	Yang et al. (2024)
J061342.52+263829.5	713714142	93.42718	26.64154	355.86	A1	Hümmerich et al. (2020)
J024024.47+512520.2	714803093	40.100551	51.421408	125.71	A1	Yang et al. (2024)
J024921.15+512147.4	714804118	42.338159	51.363186	104.5	A2	Bernhard et al. (2021)
J025759.69+495240.9	714807089	44.496608	49.878044	215.86	A2	Renson & Manfroid (2009)
J025313.81+525518.7	714809084	43.307559	52.921881	71.75	F0	Yang et al. (2024)
J023844.12+510644.1	714810217	39.6838699	51.112254	150.06	A1	Hümmerich et al. (2020)
J024434.62+525703.6	714815153	41.144111	52.949822	329.91	A2	Shang et al. (2022)
J045107.51+231454.1	721606155	72.7813081	23.2483647	81.14	A2	Shi et al. (2023)
J043240.11+250720.9	721614017	68.165848	25.122709	50.14	A1	Gaia Collaboration et al. (2016, 2023)
J044233.21+245153.2	721615111	70.63718417	24.86479667	64.07	F0	Renson & Manfroid (2009)
J064547.91+231816.2	721706084	101.4494358	23.30345583	170.64	A1	Shi et al. (2023)
J063131.39+253725.1	721716037	97.88051583	25.62471194	99.23	A2	Shang et al. (2022)
J031710.54+440124.4	722004235	49.293917	44.023459	55.8	A6	Shang et al. (2022)
J031734.80+431639.0	722008020	49.3950238	43.2775082	201.96	A2	Shang et al. (2022)
J031833.16+443340.4	722009038	49.639954	44.561016	330.27	A1	Shang et al. (2022)
J060711.68+102912.1	724115087	91.79868	10.486697	67.04	A1	Shang et al. (2022)
J060956.09+091622.2	724204123	92.483733	9.2728399	69.1	A2	Shang et al. (2022)
J061554.29+082030.6	724207178	93.976222	8.3418465	61.55	A1	Shang et al. (2022)
J061312.08+092213.2	724208027	93.300347	9.3703434	92.26	A2	Shang et al. (2022)
J061224.16+113650.1	724211036	93.10069	11.613926	65.51	A2	Yang et al. (2024)
J061047.67+103404.4	724215133	92.698626	10.567894	112.52	A2	Yang et al. (2024)
J040520.96+130755.5	724305136	61.33598	13.13210111	377.55	A2	Shang et al. (2022)
J071509.06-002828.0	724603036	108.7877853	-0.4744566	167.21	A2	Shang et al. (2022)
J071954.72-010006.5	724605131	109.978032	-1.001825	137.16	A2	Shi et al. (2023)
J071447.84-004319.5	724605196	108.699334	-0.722111	74.31	A1	Shi et al. (2023)
J072551.55-013858.8	724607076	111.465953	-1.650102	280.39	A2	Shang et al. (2022)
J071243.05+005310.6	724614088	108.179381	0.886286	102.31	A1	Shi et al. (2023)
J071244.99+003112.8	724614151	108.186152	0.520467	112.14	A2	Shang et al. (2022)
J045817.66+223929.8	730504250	74.5735971	22.6582901	61.58	A1	Shi et al. (2023)
J061242.37+173045.7	730902064	93.17611778	17.51389972	57.52	A1	Shang et al. (2022)
J061058.53+165733.8	730902111	92.7438833	16.9593978	143.93	A1	Hümmerich et al. (2020)
J061834.25+181150.6	730908105	94.6427367	18.1974153	81.25	A5	Shang et al. (2022)
